Chr,start,end,pid,gid,strand,07-08-095-0,07-08-120-8,07-08-122-0,07-08-123-1,07-08-015-6,07-08-017-3,07-08-026-9,07-08-128-3,07-08-117-4,07-01-100-6,07-01-068-3,07-01-105-2,07-01-083-8,07-01-108-1,07-01-124-3,07-01-103-4,07-08-125-4,07-08-144-3,07-08-142-7,07-08-156-0,07-08-137-5,07-08-112-6,07-08-096-6,07-07-064-2,07-07-060-3,07-07-062-6,07-07-077-6,07-02-085-4,07-02-092-3,07-02-095-2,07-02-093-4,07-02-096-8,07-02-106-1,07-02-091-0,07-02-076-7,07-01-002-4,07-01-130-1,07-01-139-3,07-01-141-2,07-01-151-4,07-08-106-4,07-08-091-3,07-08-081-0,07-08-113-5,07-07-093-1,07-07-111-8,07-02-067-2,07-02-103-5,07-02-125-1,07-02-134-9,07-02-118-5,07-02-126-7,07-02-122-2,07-02-109-0,07-08-013-9,07-08-021-1,07-08-010-2,07-08-007-1,07-08-014-1,07-08-003-7,07-08-028-2,07-01-010-5,07-01-006-9,07-01-001-1,07-02-002-5,07-02-009-4,07-02-018-9,07-02-022-1,07-02-039-5,07-02-017-0,07-02-034-8,07-02-027-8,07-08-034-6,07-08-031-4,07-08-046-1,07-08-068-9,07-08-049-0,07-08-065-8,07-08-051-7,07-07-012-9,07-07-010-1,07-07-005-8,07-07-016-4,07-07-020-6,07-07-018-6,07-01-013-3,07-01-034-1,07-01-028-5,07-01-039-4,07-01-060-8,07-01-040-9,07-01-038-7,07-08-154-1,07-08-140-4,07-08-150-2,07-02-023-2,07-02-019-1,07-02-038-2,07-02-045-9,07-02-046-3,07-02-048-5,07-02-057-4,07-07-019-3,07-07-023-4,07-07-029-9,07-07-036-6,07-01-044-5,07-01-061-2,07-01-166-9,07-01-074-3,07-02-141-7,07-02-139-6,07-02-147-2,07-08-060-4,07-08-151-8,07-08-160-0,07-08-163-7,07-08-085-2,07-08-082-3,07-08-103-8
chr17,4959226,4959227,SPAG7,SPAG7,-1,6.52966004,6.351306035,6.64488812,7.081770552,6.696621315,6.648552973,6.722413643,6.784335258,7.461485542,7.31079554,6.947068006,7.15870279,7.177314072,7.538848049,7.115678581,6.971664717,6.895523126,6.887822182,6.704156167,6.959163235,6.94579291,6.905451065,6.581953773,6.683005538,7.115215928,6.932455661,7.169399478,7.201436819,7.431859228,6.95104565,6.763403226,7.164789194,7.029932092,7.267441902,6.922282889,7.17857084,7.111007176,7.45209452,7.313882377,6.967477051,6.785143221,6.974009854,6.753725285,6.821037632,6.852766407,6.806006378,7.057708016,7.259795771,7.053659404,6.923204102,7.130813977,7.140590551,6.536609974,6.766426787,6.532178735,6.773199784,6.877175718,6.777206024,6.932232147,7.010715326,7.032302182,6.848023176,6.895098023,7.064602471,6.476332956,7.232526979,7.385739959,6.717926567,7.202324589,7.241084092,7.000028007,6.894435616,6.75365737,7.09276515,6.859490913,7.13807629,7.091054956,6.771543344,6.6598641,7.184126981,7.038764246,6.692111076,6.408452244,7.00555948,6.98848135,7.139743601,6.982977671,7.133771078,7.138206354,6.885586645,6.820114046,6.872906481,6.721964563,7.198790381,6.993499212,7.002050614,6.994585295,7.260821506,6.597957109,6.714236443,7.159845646,6.48498743,7.264633549,6.577927706,6.420638134,6.765206143,6.787819797,7.18194168,6.926577098,6.875877146,6.998000157,7.228240525,7.165428944,6.720739448,6.349719346,6.861293009,6.614044408,6.779261554,6.600585028,7.196917038
chr7,30027404,30027405,PLEKHA8,PLEKHA8,1,3.701583828,3.906521192,4.273931689,3.020659037,3.988162149,1.163841946,4.00272604,3.826563493,3.88456036,3.817549209,2.885553617,2.962305577,2.004309678,3.818812851,2.733574971,2.525408487,4.177666354,3.071661363,4.660123399,2.059159025,2.999642884,2.774376993,3.035880286,4.660356799,1.881964991,3.864711055,2.548056542,3.106613273,3.084559343,4.022128748,3.338221169,2.167164001,3.740147633,2.848773152,3.326022797,4.188972436,3.094048349,2.011771724,3.354743633,2.189542812,1.729137811,4.187155384,3.379958259,3.824097432,1.541485556,2.651000796,1.941164111,0.850404835,2.725561542,3.105228064,3.904581534,2.142965358,4.150680879,4.049801641,3.748919488,3.549934325,2.934934011,3.347779543,4.648721279,3.746153451,1.864487928,2.519131134,4.76725698,2.653456787,3.836922671,3.444800864,3.921869275,3.685177985,3.478463982,3.14062391,3.487157129,3.766029884,3.653727571,2.49671347,4.22992311,2.599538126,2.879746034,4.456584804,3.65709235,2.03079849,4.501685976,2.997373717,3.887006194,3.997959664,3.302278869,3.586032035,3.411435686,3.409910472,3.572538542,2.199604979,3.26088182,3.044142666,3.396341984,2.360847139,3.920410735,2.907063923,4.103351295,3.517946521,4.082168694,4.045209678,2.399878226,3.565449458,1.454418972,3.848091576,3.827010772,3.430221895,2.754017089,3.774040362,3.963102974,3.626569723,4.360841445,4.176812286,3.945492175,3.855085885,3.257634947,3.220974283,3.924156753,3.517706077,2.281146485,3.135402649
chr22,41091786,41091787,EP300,EP300,1,7.106886892,7.230229294,7.395561133,6.77691597,6.657714822,6.718430798,6.855168852,6.659064063,6.398331813,6.105629533,5.880078487,6.512953714,6.783650224,6.5890546,6.450362683,5.898360585,6.732793626,6.809657085,6.804655243,6.730236684,6.730376525,6.512909882,6.959049701,6.470318217,6.770239908,6.385375062,6.876948585,6.686339125,6.483509858,6.803891956,7.009733702,7.202324841,5.829048137,6.498203187,6.402233363,6.667869877,6.733217924,6.081256825,5.95497289,6.761377879,6.613410104,6.739089085,7.101891038,6.739115908,6.258153736,6.876252872,6.687807619,6.786388342,6.400409546,6.865632571,6.852512814,6.692699371,6.970728215,6.988401096,6.900138295,7.291172766,6.928629434,6.474727472,6.635497584,6.985043919,7.057429582,6.929069478,6.779813152,6.457253889,6.756091597,7.083970439,6.750032659,7.217673066,6.648388984,6.891395304,6.880770192,6.996075878,7.372246411,6.639671424,6.866232491,6.829126049,6.288328511,6.866180218,6.822076611,6.654142082,6.659996348,6.869318434,6.847984305,6.552116118,6.944906711,6.345492267,6.710745478,6.509957648,7.113270263,7.008866967,7.089931813,6.946552839,6.31551091,6.56561389,6.596962146,6.684337506,6.68142741,6.850601023,6.880230862,6.885169265,6.70452833,7.294909883,6.301302259,7.058094017,6.807322437,6.546707638,6.864702887,6.651956781,7.562420767,7.169390556,6.60796946,7.786130057,7.160505066,6.853225543,7.354326146,6.961615535,6.516692474,6.832521446,7.301216403,7.042293244
chr19,51077495,51077496,KLK14,KLK14,-1,-2.60219692,0.736596191,-2.065918314,-2.264743181,-2.120362308,-2.006083056,-0.389591383,-2.19580432,-1.607292736,-2.290975248,-2.158840502,-0.738134141,-1.69613004,-1.673040246,-2.021312531,-0.533485202,0.666704435,0.264306441,-2.258739838,0.474196524,-1.858338111,-1.749184963,2.00485339,1.163930973,-1.818474727,-2.157656758,-2.406139768,-1.416948683,-0.284674466,-0.415276565,-1.615975141,-2.080763512,-2.142495417,-2.105423158,1.057533961,-2.25397106,1.054519985,-2.236155789,-2.199845219,0.835905857,-2.177752785,-2.152694619,2.54596821,-2.058545617,-2.545977285,-2.103886706,-1.759275607,-2.319520167,-2.403721475,0.569175164,-2.161507656,-0.519999655,-2.449231963,-2.17901705,-2.359604969,-0.010780629,-0.169402649,-0.795178411,-2.449310804,-2.136489599,-2.383439586,-0.113137082,-2.392614357,-2.204524208,0.136482953,-0.179690001,-1.960773775,0.392396236,-2.076124869,-2.144778309,-2.240763325,-1.788558967,-2.277009766,-0.673211531,-1.878601346,-2.044318064,-1.512571389,-0.333492127,0.442079459,0.265263743,-2.098226866,-2.288028502,-2.588727237,-2.151787456,-2.252309983,-1.543250982,-2.080417411,-2.14467838,-2.535985914,-2.555282523,-0.198549799,-0.060193994,-1.889060235,-2.283009051,-2.555322696,-0.999826673,-1.025931722,0.621782332,-0.071636642,-2.183609013,-1.992439197,0.159457098,-1.715506029,-2.301655543,-2.548028659,-2.351137818,-2.103963906,-2.058849653,-2.265715717,-0.569827489,-2.209014163,-0.777384024,0.290140346,-2.744826957,0.646200235,-2.393735561,-1.060736354,-0.091103165,-2.57683451,-1.90899147
chr2,12716889,12716890,TRIB2,TRIB2,1,7.089546599,6.763887882,7.226403319,6.1318616,6.351312906,6.076065986,6.107595158,6.429904523,5.924088725,6.384981785,6.296486718,5.811329679,5.787685737,6.215703003,5.950231023,6.901143026,6.509683267,6.045666154,6.329974797,7.103553145,6.503605663,6.550023055,7.340826221,5.949033088,5.788855586,6.34616898,6.678668619,5.377467183,4.898547358,5.761312167,7.676346492,6.761586831,5.918200515,5.312429356,6.148849128,6.28906076,6.80643592,5.735387765,5.148882935,7.139686606,6.103017985,5.908001313,7.328467943,6.57444958,5.901105941,5.760299439,6.028626953,6.510202568,5.895486544,5.630951361,6.500270442,6.414674098,7.122520681,6.073648383,6.444526053,6.670106292,6.074723295,6.337535511,6.547868677,5.598220021,4.873948257,5.391483311,7.957219735,5.767019345,7.387570807,6.061895986,5.800777458,7.473480165,6.167049114,5.462552005,5.776044963,5.742822493,6.849694706,6.36021147,6.255824974,6.521735974,5.706597131,6.205666685,6.331692064,5.879973587,5.401619021,5.648609437,6.162816822,5.249091981,6.118377424,6.136229117,6.124153734,5.447778657,5.852031371,7.108275582,6.613092482,7.185833987,6.638416771,6.335376452,6.424816881,6.076988924,5.751049551,6.509849054,6.996604219,5.776392919,5.475166353,7.508185253,5.361309568,6.287059092,7.097629773,6.484912537,6.34311932,5.946774897,6.595371189,6.629844855,5.894273645,7.239424263,5.515106711,6.495964375,7.063115021,6.620284909,6.782661318,6.538253455,7.186377857,6.173157571
chr10,114120862,114120863,CCDC186,CCDC186,-1,7.546279662,7.660748875,7.298216341,7.355476644,6.783519538,7.051908667,6.790317707,6.991547753,6.719136751,6.666126793,6.376434874,5.861778701,6.742661812,6.774042981,6.906465431,6.269569583,7.380949953,6.625372929,6.715674751,6.767503941,7.20505697,6.919700021,6.698037292,6.930223238,6.747579311,6.007250168,6.304666665,6.816670994,5.514067325,6.404902398,7.181686385,6.074054597,6.561408157,6.018698153,6.8148482,6.776696076,6.942586706,6.726740216,6.584789627,6.906772188,6.858420828,6.458330179,6.914189957,6.388537609,6.079731558,6.309741223,7.260315122,7.009154761,6.738385583,6.64385185,6.760333281,6.109356965,7.028526303,6.538659373,6.626236968,6.600981931,5.780132284,6.730994759,6.953701219,6.087512075,6.936232535,5.836397851,6.541076298,6.421184635,6.675641764,6.707022713,6.715183258,6.962251844,6.395550345,6.759103537,6.931664184,6.738918039,6.281410947,6.221606232,6.797355687,6.308828762,6.942755831,6.866180218,6.69271626,6.382127501,6.659996348,6.703493344,6.748894665,6.658784179,6.698974732,6.651505872,6.574218618,6.545319591,6.709566792,6.826260429,6.638552467,6.631898382,6.661686551,6.061286857,6.497245354,6.467778877,6.531212834,6.634251684,6.23943046,6.405105623,6.765784018,6.800425009,6.902879473,6.649629172,6.268954964,6.86560804,6.383876128,6.777200702,6.576634626,6.761089389,6.70087892,7.250521972,6.608457187,6.457296867,6.643693379,6.921414001,6.678481691,6.391099761,6.625289314,6.63404035
chr6,44254096,44254097,SLC35B2,SLC35B2,-1,7.099975765,6.877283971,7.174873018,7.0458696,7.12993611,7.267712544,7.120843139,7.27790143,7.096610838,7.280777395,7.601047681,7.683930625,7.372648238,7.212656128,7.302868015,7.280295989,7.076095371,7.514130989,7.01970962,7.379368603,7.27351885,7.3249565,7.410549843,7.493567163,7.333810115,7.879890196,7.115460671,7.171765953,7.655883842,7.250059352,7.002410361,7.448667042,7.298373751,7.368282591,7.34797177,7.110163595,7.231108716,7.324177045,7.083243134,7.308032549,7.517475507,7.198244563,6.961985468,6.955474853,7.294800638,7.417713734,6.645865856,7.174335283,7.332680457,7.238768915,7.364013153,7.459187335,7.214326141,7.249343123,7.24216582,7.12056191,7.481649042,7.027126853,7.32052704,7.442826339,7.280118518,7.50598243,6.799678458,7.40465453,6.998603679,7.367204459,7.270447406,7.262760955,7.433650135,7.241084092,7.136447205,7.078719772,7.4216949,7.511663812,7.268603579,7.311033033,7.317151346,7.050212166,7.357532068,7.507485138,7.230448061,7.169352377,7.130661584,7.373733353,7.334529805,7.082457861,7.230195371,7.223828081,7.29215057,6.732429857,7.114333157,7.0420442,7.163507816,7.588896187,7.498603185,7.217727192,7.514519247,7.264034636,7.372964171,7.171742083,7.199853618,7.059116125,7.617649321,7.292669061,7.068520185,7.213011672,7.155779358,7.01529181,7.244059287,6.892333922,7.017398029,6.233843231,6.965391732,7.123995598,7.387667221,7.116039443,7.210726673,7.340185489,6.769679223,7.243293372
chr4,55427903,55427904,CLOCK,CLOCK,-1,6.859282527,5.731578116,6.63798526,5.729610255,6.343162065,6.597543289,6.756765148,6.267720053,5.776411557,5.758873301,5.742026306,5.910523035,6.024969149,6.153508242,5.879554277,6.252239704,4.820509771,5.902380278,6.299680875,5.56770841,5.862761078,5.930295136,6.000927687,5.705304205,5.66534105,5.590536091,5.788617086,6.344602549,5.163786034,5.707120067,5.899724697,6.315841269,5.840498158,5.966039204,5.742760585,5.682666879,6.339922203,5.076727166,6.517831204,5.830887783,5.966905458,5.56840457,6.46948948,5.924447957,5.744041562,6.00985546,6.62010276,6.335115862,5.730704846,5.698458181,6.072112021,6.059944771,5.578674034,6.044984625,6.302173129,6.497014011,5.503022693,5.197287916,6.21957418,5.229832615,5.666408964,5.900325178,6.188586225,5.63467958,5.649552535,5.871972119,5.878430014,6.275039285,6.70195226,5.989648011,6.138615042,6.272136964,6.273737019,5.8025219,6.182094585,6.079803248,6.194787743,6.153007735,5.77938278,6.186509632,6.076698816,6.247246875,5.954304583,6.033087887,6.380685215,6.231536077,5.969431139,6.030247302,6.331292825,6.261701101,6.411244555,6.056669764,6.182402128,5.699984524,5.55841947,5.854002679,5.63227976,6.300480271,6.540125918,6.187078394,5.808460703,6.641660025,5.752099521,6.069031864,6.288021696,5.966274795,6.59300362,6.08580859,6.285031068,5.709396155,5.796610386,5.97304383,6.172783395,6.528968642,6.849140293,6.053347665,6.362729767,6.744315675,6.220827016,5.784495487
chr13,38687129,38687130,FREM2,FREM2,1,4.056014563,4.842795595,2.326399109,2.689453129,3.305902447,3.548505796,4.175193236,2.933478697,3.346903574,2.463912254,3.569079952,2.806186375,3.058757462,3.281156065,2.932883779,4.53976378,4.22741939,3.227780565,4.535676028,4.979724558,2.533979312,2.64313246,4.051147042,3.714128055,4.11226261,4.285286737,2.451841227,4.009316072,3.684951884,4.022128748,3.810289614,3.47382534,3.34935768,2.752557837,4.007493278,3.97484763,4.513951603,1.851307052,3.472580123,4.235836464,4.941188288,3.955829838,3.448671009,3.150907748,2.739424934,4.045860414,4.840637235,3.461839547,4.441768576,3.975167523,3.264757099,3.917405658,4.265013555,4.589167275,4.148189672,3.775815733,4.138025876,4.819531433,3.960080132,3.840790325,2.371447916,5.080634662,3.629753456,4.424832412,5.151433295,3.78993635,2.683082415,4.940832861,4.263725134,4.264612627,3.487157129,4.094084082,3.700270157,3.672563306,4.22992311,1.862572532,2.394319207,4.557278804,4.204580146,2.987729768,2.149700647,1.618862094,4.591181853,2.977495561,4.122729449,3.501143137,3.534292433,1.555761338,3.839053517,-2.555282523,3.708340797,4.276089394,4.905355632,-2.283009051,3.819716735,3.824601763,4.018462397,4.138357858,4.617662518,3.597750701,3.4994139,5.23840844,4.215231308,4.03819446,4.998865801,3.626142105,4.554247577,3.298702352,4.334197125,3.271474765,2.745182147,4.483143526,4.197030942,2.113154038,3.148700575,3.946114442,3.621087686,3.695493197,4.023078332,3.220291546
chr2,150468195,150468196,RND3,RND3,-1,7.707279434,8.50109923,8.209042158,7.505094662,7.571381211,7.937896859,7.612285905,7.574033524,7.565134773,7.404253043,7.091457916,7.154661625,7.114441595,7.200403867,7.609864525,7.31826384,7.677931691,7.895119593,7.354128659,7.482224898,7.570022062,7.462703331,7.632307973,7.09466831,7.30305879,7.371773796,7.453395018,7.347922908,7.231025372,7.481560366,7.901694247,7.330747476,7.269015571,7.693858463,7.407066517,7.395285117,8.007422978,6.661689667,7.452999754,7.490939596,7.242207393,7.341160831,8.003973536,7.283529051,7.338193234,7.211262856,7.408142539,6.547758573,7.231089575,6.790278889,7.455041188,7.5262149,7.729432888,7.550603694,8.014347687,7.61127119,7.053633689,7.626886355,7.719361314,7.045904755,7.184516489,6.959397518,7.968232727,7.336572407,7.80181887,7.407775007,6.843357247,7.626974196,6.648388984,7.142934071,7.323386165,7.242108169,7.681542949,7.243663153,7.770654831,7.59411785,6.412241115,7.571393333,7.616291819,7.842692571,7.156801703,7.386163766,7.307605167,7.284924086,7.540480312,7.803262751,7.539802415,7.129117219,7.402123412,7.400367385,7.593698231,6.977627472,8.022331753,7.03666307,7.20788967,7.376660521,7.210879759,6.850601023,7.649462546,7.718766102,7.113469312,8.230919461,7.258908561,7.746831331,7.323876578,7.589909788,7.437132709,7.009928625,7.154244461,7.795036721,6.326261213,7.332881767,6.998879387,7.53710307,7.652448382,8.052313845,7.301207419,7.667786267,7.972950158,7.857537438
chr6,24704861,24704862,C6orf62,C6orf62,-1,6.539910137,7.272303577,6.891183728,6.239082557,5.918556681,6.58263158,6.296909144,6.174883087,5.611875785,6.563893135,6.167588985,6.098968125,6.204736768,7.065052014,6.409140021,6.692123932,7.129411186,6.42215861,6.137864943,6.209873423,6.422432659,6.445571891,6.37913689,6.580577725,5.861005372,6.150682272,5.938156139,6.72770956,5.931262933,6.184636277,6.701437473,5.758440276,6.236882951,5.933495831,6.650670393,6.754457562,6.782440439,6.235519425,5.882303822,6.750789244,6.285771589,6.243910163,6.760498514,6.645357956,5.71611756,6.469760482,6.73657942,6.223511654,5.958222299,6.135990318,6.119263114,6.089794699,6.651430376,6.387036989,6.43155792,6.438780745,5.202156214,6.397936218,6.417967936,5.611703251,5.995938781,5.864142842,6.90430185,6.085494638,6.756091597,6.18371473,6.469678777,6.674094486,6.277021956,6.343061725,6.421014773,6.376347959,6.202770498,6.121204335,6.081400586,6.4354622,6.262215671,6.536872593,5.849043658,6.486367469,6.154438566,6.443290529,6.327152142,5.784850483,6.118377424,6.428292572,6.209601436,6.359147358,6.67590238,6.524202261,6.621629164,6.428449546,6.807907292,5.641803453,6.255248938,6.389625416,6.310946714,6.668603189,6.540125918,6.449386184,6.141987124,6.418729586,5.891824285,6.482979302,6.092216277,6.413733772,6.407788748,6.054892513,6.764951419,6.078829687,6.379700472,6.149406129,6.133119178,6.355835382,6.439171238,6.217289236,6.270180524,6.496861824,6.327047336,6.353103375
chr12,98645141,98645142,APAF1,APAF1,1,5.5322294,4.726542526,4.162900377,3.407682161,5.363453469,3.279319163,4.365296119,4.943747032,4.275350313,4.579389471,4.582626484,4.665588045,4.412394417,4.393048945,3.533276321,4.256591729,5.059021858,4.171197036,5.054143117,5.770129411,5.107446174,3.923240379,4.932502546,4.084496505,4.290049729,4.687833293,4.559644516,4.255476659,4.84460855,4.189585493,6.19780605,2.963630607,4.396663395,5.207459797,3.937952345,4.514213265,4.034342103,4.393200831,3.009608147,4.173775496,4.051065906,4.476662002,4.964920759,4.007543573,3.929756146,3.677473008,4.263092206,2.965882052,4.584963212,4.961492586,2.967775361,5.034589197,5.018373587,4.124763699,4.673818033,4.905696015,4.303085123,3.959709091,4.968541711,4.631694726,4.124355054,4.435299543,4.973707857,4.09925654,4.960911389,3.78993635,4.188973345,4.940832861,4.912559818,4.455134533,3.313825527,4.654384528,5.330320547,4.311681576,4.052135991,3.838324986,4.042017463,5.00040861,3.612004461,4.352726585,4.999805217,5.006592247,4.306090526,4.562458062,4.713474302,4.339392067,4.42737723,4.541822147,4.033869694,5.908241851,4.816400543,4.817550256,5.610785652,3.825515406,4.158922821,4.728093782,4.755427991,4.651529676,5.407335163,4.955942339,4.450504299,4.707893723,4.47431853,4.753626892,4.764854296,4.848534527,2.754017089,4.655395865,4.363640903,5.552569142,4.611164799,5.489402516,4.117959371,5.043075602,4.894127748,4.683080036,4.040801672,5.294327872,4.661570229,4.749220012
chr17,30968785,30968786,RNF135,RNF135,1,6.240153423,5.572295739,5.734981586,6.123274104,5.441880116,5.715016133,5.914189365,6.209337143,7.196838285,5.621914088,6.055478619,6.123986585,6.427991272,6.409108796,5.510068929,6.328635524,6.1326789,6.477653722,5.769166158,6.194318608,6.326537232,6.445571891,5.441293366,5.993200671,5.77398231,6.684693585,6.81060609,6.654513679,6.665638409,6.979900512,5.603193379,6.792680601,6.165843614,6.979385229,6.274059375,6.281304317,6.510303826,6.535333681,5.83907377,6.502031211,6.201625582,6.217992788,5.886592399,6.821037632,6.065047512,6.061020221,5.607046607,6.510202568,6.846576943,6.46156619,6.226509629,6.774621094,6.302312096,5.924270759,6.229109667,5.957310123,6.69602133,4.877246931,6.078166202,6.106684385,5.830879535,6.329806414,6.111211381,6.644098732,6.082901913,6.430104353,6.701004323,6.204894461,5.92949968,6.059792835,6.340437257,5.946150653,5.510892793,6.657705347,6.092942208,6.19885592,5.542711046,6.142241304,5.789542646,6.501756362,5.802639942,6.231607751,6.469264486,6.538210516,6.969277139,6.70941445,6.350035141,6.652983146,6.325100992,6.025918059,6.497258471,6.63746864,6.590720029,6.070137775,6.641893997,6.721272516,6.386285258,6.888568873,5.543073202,5.898540028,6.342951158,5.797530936,5.891824285,6.331339654,6.210194555,6.582552837,6.231426449,6.08580859,5.61080123,6.356962664,5.945803946,6.320648059,6.859995954,5.851362799,5.547737596,6.636931575,6.215388051,6.555635533,5.722373508,6.504636459
chr16,66934444,66934445,CES2,CES2,1,7.427090307,6.651479577,6.831927142,7.355476644,7.424602125,6.867361057,7.92177852,7.446247373,8.644189675,6.901317566,7.169834425,8.022308605,7.554168378,7.704170285,7.228985887,7.970340536,6.758404269,6.803465252,7.301592996,6.991022149,7.898218212,7.90366001,7.237847757,7.648897683,7.407937465,7.978052528,8.006430078,7.70975579,7.533375056,8.130331497,7.11534389,8.233253192,7.466683322,8.208593545,7.300275028,7.325344878,7.816809735,7.358168815,7.956237857,7.982262388,7.242207393,7.938740768,7.382155814,7.594299356,7.183643458,7.863339553,6.799145106,8.185298821,7.794723567,7.650259092,8.290733584,7.757675202,7.552176231,7.779535666,7.004529686,7.77712193,7.940166861,7.149289643,7.841859895,8.182053211,7.757390185,7.938887479,7.568835338,7.629946841,7.479298414,8.072975431,8.020793507,7.863258435,7.533053869,7.951936846,7.643407194,7.783193676,7.479546556,8.270280079,8.065378568,8.149207297,7.603772572,7.851383216,7.251273381,7.972622875,7.751959971,7.732951437,6.960094671,7.78632187,8.151767154,8.236468373,8.139960917,8.21836125,7.691630029,7.388697392,7.598030652,7.878797445,7.32282806,7.689970735,8.071298956,7.652420787,7.654720823,7.902037578,7.36964763,7.00374306,7.989128085,6.948664674,6.953378955,7.451561206,7.540759579,7.586971508,8.049588126,7.778778281,7.900447366,7.965447887,7.36273848,7.696997936,8.035646612,8.025836936,7.22614466,7.487378399,7.870986094,8.10758742,7.248124231,8.034988444
